GENE	Pre-sortedPrfGL117	Pre-sortedPrfXMG
EMCN	0.0	0.0760089
EMD	41.5514	50.2349
EME1	5.56942	10.1319
EME2	4.03201	4.6932
EMG1	81.3294	110.76
EMID1	3.20983	1.70419
EMILIN1	11.4707	10.1993
EMILIN2	15.8461	25.6472
EMILIN3	0.00813703	0.0
EML1	0.568473	0.899254
EML2	10.7132	12.8141
EML3	23.8797	27.9992
EML4	13.5159	11.6384
EML5	0.702163	0.47252
EML6	0.233921	0.150493
EMP1	2.92895	3.51883
EMP2	0.0335091	0.0524954
EMP3	125.247	126.288
EMX1	0.0	0.0
EMX2	0.0	0.0
EMX2OS	0.00599455	0.0
EN1	0.0	0.0
EN2	0.0	0.0
ENAH	0.20229	0.495148
ENAM	0.0157184	0.0193931
ENC1	1.30732	1.22661
ENDOD1	11.1372	19.0467
ENDOG	4.22745	3.86877
ENDOU	7.66408	6.37648
ENDOV	2.45017	2.05306
ENG	7.02983	8.35843
ENGASE	2.86878	2.81822
ENHO	1.09015	0.529608
ENKD1	5.63046	8.62133
ENKUR	0.262472	0.117735
ENO1	240.795	347.4
ENO2	0.157849	0.348689
ENO3	9.84483	11.2034
ENO4	0.117412	0.0
ENOPH1	8.13049	11.0261
ENOX1	0.0	0.032444
ENOX2	2.11082	2.5761
ENPEP	0.0	0.0
ENPP1	25.6622	18.033
ENPP2	0.442105	0.948518
ENPP3	0.0102648	0.11658
ENPP4	3.53215	3.67873
ENPP5	3.75275	1.72199
ENPP6	0.378011	0.204444
ENPP7	0.0	0.0
ENSA	40.6201	39.1296
ENTHD1	0.0689272	0.0349354
ENTPD1	31.1492	25.6546
ENTPD2	0.106589	0.0453369
ENTPD3	0.601613	0.5778
ENTPD4	0.0	0.0
ENTPD5	6.2553	7.2452
ENTPD6	11.3515	10.4791
ENTPD7	2.32728	2.98808
ENTPD8	0.0	0.0
ENY2	13.2847	14.6829
EOGT	3.00385	3.12394
EOMES	8.95012	14.2987
EP300	8.87504	8.33746
EP400	12.9472	12.5331
EPAS1	0.953108	3.50015
EPC1	14.1152	11.352
EPC2	6.92599	5.32931
EPCAM	5.78943	10.6478
EPDR1	2.38353	7.19776
EPG5	2.84212	2.66325
EPGN	0.0	0.0
EPHA1	0.157674	0.213616
EPHA10	0.0	0.0
EPHA2	0.373588	0.394143
EPHA3	0.00727108	0.0458062
EPHA4	0.0	0.00608387
EPHA5	0.0	0.0
EPHA6	0.0	0.0
EPHA7	0.0209366	0.00601832
EPHA8	0.0701671	0.164671
EPHB1	0.0	0.0552211
EPHB2	0.143853	0.115198
EPHB3	0.0444241	0.104218
EPHB4	0.042468	0.236892
EPHB6	1.16531	1.10845
EPHX1	19.3838	7.436
EPHX2	0.937548	2.29311
EPHX3	0.0	0.0341801
EPHX4	0.158818	0.0
EPM2A	0.206222	0.223057
EPM2AIP1	2.36239	2.47404
EPN1	80.9136	69.5642
EPN2	0.47944	0.357321
EPN3	0.0	0.0
EPO	0.0	0.0
EPOR	3.77377	22.1419
EPPIN	0.0	0.0
EPPK1	0.0446423	0.0407639
EPRS	22.9015	32.8218
EPS15	18.5688	20.143
EPS15L1	14.4781	16.8548
EPS8	3.53301	3.45442
EPS8L1	2.76743	3.84461
EPS8L2	0.0791015	0.101515
EPS8L3	0.0328553	0.124333
EPSTI1	54.2687	52.8003
EPX	0.603009	45.0072
EPYC	0.0	0.0
EQTN	0.253085	0.0311385
ERAL1	9.51095	10.8402
ERAP1	27.2711	25.2124
ERAS	0.0	0.0
ERBB2	0.038891	0.0213647
ERBB3	0.494752	0.591775
ERBB4	0.0	0.0
ERC1	0.672355	0.911109
ERC2	0.0268611	0.0500472
ERCC1	12.3183	13.3257
ERCC2	10.6448	10.8487
ERCC3	16.9511	17.6406
ERCC4	4.29687	3.28026
ERCC5	4.58837	4.25572
ERCC6	2.2784	2.18734
ERCC6L	2.93456	5.48387
ERCC6L2	5.93463	6.25848
ERCC8	4.09914	4.42688
EREG	0.00885453	0.0
ERF	5.02656	4.86955
ERG	0.638699	1.3085
ERGIC1	54.3509	54.0569
ERGIC2	14.4508	17.91
ERGIC3	73.514	70.4611
ERH	164.753	214.162
ERI1	8.50763	12.9412
ERI2	2.22104	3.29365
ERI3	22.9135	22.4743
ERICH1	3.22286	3.95333
ERICH2	0.0189435	0.0
ERLEC1	18.5619	13.0386
ERLIN1	8.98383	9.12318
ERLIN2	7.31537	5.93732
ERMAP	5.80358	33.0669
ERMARD	5.2728	4.98684
ERMN	0.868536	3.15788
ERMP1	7.74896	10.5779
ERN1	4.25642	4.30423
ERN2	0.0	0.0
ERO1A	11.8699	17.9492
ERO1B	26.4858	25.3359
ERP27	1.417	0.390324
ERP29	155.533	171.272
ERP44	50.4819	57.5127
ERRFI1	1.28248	2.08813
ESAM	0.579337	1.24022
ESCO1	6.84329	6.56717
ESCO2	3.95724	7.77442
ESD	64.9127	65.5419
ESF1	5.83431	7.01657
ESM1	3.00531	4.42291
ESPL1	6.97071	12.8115
ESPN	1.0791	1.73698
ESPNL	0.0273725	0.00707866
ESR1	0.383494	0.254941
ESR2	0.00966295	0.012126
ESRP1	0.00838369	0.0
ESRP2	0.0119501	0.0918234
ESRRA	13.523	10.7341
ESRRB	0.0	0.0
ESRRG	0.0	0.0
ESX1	0.0191136	0.0
ESYT1	86.9095	106.525
ESYT2	8.26197	10.6566
ESYT3	0.0898811	0.0815405
ETAA1	3.3633	3.95285
ETF1	42.8171	49.3357
ETFA	42.9492	56.5098
ETFB	94.4377	119.898
ETFDH	15.5074	19.305
ETHE1	14.5309	17.2415
ETL4	0.39354	0.459918
ETNK1	23.5515	25.0223
ETNK2	0.0	0.0186548
ETNPPL	0.0	0.0
ETS1	63.4309	60.5628
ETS2	3.68264	4.77315
ETV1	0.0398181	0.022217
ETV2	0.0	0.0
ETV3	11.9774	9.36994
ETV4	0.811537	0.888459
ETV5	2.8143	2.77567
ETV6	16.9176	15.5962
EVA1A	0.177308	0.050405
EVA1B	8.87125	9.31931
EVA1C	0.0343233	0.0
EVC	1.82307	1.01301
EVC2	0.12331400000000001	0.114221
EVI2A	35.1482	31.2435
EVI2B	32.9144	26.3903
EVI5	2.76505	3.91416
EVI5L	2.09646	1.80056
EVL	47.4749	27.9503
EVPL	0.072393	0.0764069
EVX1	0.0	0.0
EVX2	0.0	0.0
EWSR1	125.413	124.409
EXD1	0.0459448	0.0936545
EXD2	4.4347	4.98393
EXO1	2.40239	4.56816
EXO5	5.978	7.24003
EXOC1	11.9141	9.73439
EXOC2	10.4411	10.1458
EXOC3	8.9993	9.89599
EXOC3L1	0.739497	1.74937
EXOC3L4	1.01671	0.41632
EXOC4	7.08248	7.3358
EXOC5	7.6474	7.28732
EXOC6	18.4009	16.813
EXOC6B	1.40639	1.57352
EXOC7	11.4693	10.9823
EXOC8	1.9666	2.47757
EXOG	2.58357	3.94064
EXOSC1	17.025	15.7604
EXOSC10	25.3416	29.6804
EXOSC2	23.0561	25.9487
EXOSC3	30.2184	42.9466
EXOSC4	13.5955	15.0115
EXOSC5	46.2639	47.3357
EXOSC6	19.8546	23.8437
EXOSC7	22.0541	29.2999
EXOSC8	40.8317	65.4625
EXOSC9	26.9304	29.9077
EXPH5	0.193324	0.27733
EXT1	6.2584	7.16253
EXT2	15.7381	15.597
EXTL1	0.238903	0.227875
EXTL2	2.89142	3.13642
EXTL3	8.78742	8.24575
EYA1	0.195125	0.122153
EYA2	0.209477	0.222642
EYA3	8.56687	11.7683
EYA4	0.0	0.0
EZH1	10.0796	8.76728
EZH2	24.5096	39.0475
EZR	74.4918	81.7802
F10	26.6722	16.4869
F11	0.0	0.0
F11R	7.67431	7.93589
F12	0.294098	0.266518
F13A1	14.8566	15.5992
F13B	0.125802	0.0791048
F2	0.029501	0.0568188
F2R	8.05073	8.66816
F2RL1	2.66946	1.71263
F2RL2	1.31608	1.06759
F2RL3	3.23433	4.26663
F3	0.0701149	0.0886009
F5	0.715733	1.94971
F7	2.00872	4.4842
F8	0.103293	0.229972
F8A3	4.39169	3.4718
F9	0.365342	0.439029
FA2H	0.0	0.0
FAAH	7.62053	8.33004
FABP1	0.0	0.0
FABP12	0.0121448	0.0
FABP2	0.0	0.0
FABP3	0.35004	0.891419
FABP4	0.426	1.03062
FABP5	40.0021	104.968
FABP6	0.0	0.0
FABP7	0.863381	0.163205
FABP9	0.0	0.062023
FADD	4.88997	5.9372
FADS1	3.87766	8.28461
FADS2	1.50601	7.27769
FADS3	0.972639	4.07429
FADS6	0.175948	0.189076
FAF1	10.7382	13.1525
FAF2	12.241	13.6348
FAH	3.84065	6.1747
FAHD1	2.18057	5.46655
FAHD2A	6.0815	4.27255
FAIM	21.9986	23.5092
FAIM2	0.00644309	0.0246426
FAM102A	15.0201	11.655
FAM102B	2.87472	1.41991
FAM103A1	26.8531	27.7935
FAM104A	11.9364	13.6602
FAM105A	18.843	18.8512
FAM107A	0.0	0.0
FAM107B	84.3757	91.1535
FAM109A	1.67508	1.56667
FAM109B	1.76693	6.3223
FAM110A	10.0509	13.0301
FAM110B	0.0639712	0.34198
FAM110C	0.0359432	0.210129
FAM111A	28.4667	40.7687
FAM114A1	1.88433	1.36095
FAM114A2	14.2719	15.4293
FAM117A	33.4017	53.8137
FAM117B	11.0499	8.62023
FAM118A	5.79361	4.94346
FAM118B	6.72576	10.3207
FAM120A	32.2464	39.5822
FAM120AOS	5.23981	3.10887
FAM120B	6.31564	5.34777
FAM120C	0.687171	0.967189
FAM122A	10.5391	9.4386
FAM122B	2.57191	2.99625
FAM122C	0.0	0.0
FAM124A	0.0149544	0.121331
FAM124B	0.134124	0.126759
FAM126A	5.47453	7.33963
FAM126B	0.664946	0.529094
FAM129A	6.24803	9.16195
FAM129B	6.15757	6.77715
FAM129C	6.65413	3.83596
FAM131A	0.487655	0.447753
FAM131B	0.0782571	0.0181739
FAM131C	0.0	0.0
FAM133B	9.05964	12.0259
RETREG2	27.8769	34.2116
RETREG1	7.21959	5.9575
RETREG3	26.353	27.1071
FAM135A	0.474096	0.305398
FAM135B	0.0	0.0
FAM136A	9.69774	17.5776
FAM13A	0.0250025	0.0312963
FAM13B	5.20722	5.70389
FAM13C	0.0	0.0
FAM149A	0.308397	0.17964
FAM149B1	6.82372	7.21565
ALKAL1	0.0	0.0
ALKAL2	0.0	0.0
FAM151A	0.588769	0.675728
FAM151B	1.70706	1.17268
FAM155A	0.0112179	0.0
FAM159A	0.0	0.0
FAM159B	0.0617585	0.0381968
FAM160A1	0.227008	0.294514
FAM160A2	1.6295	1.84824
FAM160B1	6.56322	5.76048
FAM160B2	7.39413	6.84087
FAM161A	0.1616	0.259898
FAM161B	0.0750596	0.407493
FAM162A	25.1638	46.9213
FAM162B	0.0	0.603787
FAM163A	0.0	0.0
FAM163B	0.034246	0.0
FAM166A	0.875722	1.34664
FAM166B	0.0257652	0.0
FAM167A	2.10917	1.04616
FAM167B	0.475574	1.5009
FAM168A	4.75306	4.07824
FAM168B	36.0256	31.6207
FAM169A	0.0521171	0.0556029
FAM169B	11.0961	8.19709
FAM170A	0.0	0.0
FAM170B	0.0	0.0
FAM171A1	0.0508873	0.185096
FAM171A2	0.0261579	0.119821
FAM171B	0.0770614	0.0750643
FAM172A	9.24891	8.4243
FAM173A	41.4667	45.7988
FAM173B	6.12818	10.999
FAM174A	15.6624	7.07044
FAM174B	0.589441	1.59529
ABRAXAS1	3.98361	4.09546
ABRAXAS2	10.1592	9.31409
SLF2	4.38586	4.66211
FAM178B	0.0719634	0.0711186
TOGARAM2	0.0237	0.0201631
TOGARAM1	3.22261	2.54319
FAM180A	0.0	0.0
FAM181A	0.0	0.0
FAM181B	0.0217677	0.310193
FAM184A	0.0269976	0.0167025
FAM184B	0.0566389	0.0315688
FAM185A	3.30442	4.0855
FAM186B	0.00715624	0.00910727
FAM187A	0.0	0.0313645
FAM187B	0.245883	0.207875
MINDY3	13.7693	15.1631
MINDY4	0.126567	0.10055
FAM189A1	0.0	0.0
FAM189A2	0.0265902	0.0342752
FAM189B	8.33607	6.20477
FAM192A	28.3024	30.0216
FAM193A	5.82237	5.42889
FAM193B	16.4949	13.7085
MCRIP2	4.89691	5.72433
MCRIP1	41.2407	34.3502
FAM196A	0.0	0.0
FAM196B	0.0161455	0.0
FAM198A	0.106935	0.0694436
FAM198B	0.0270563	0.1491
FAM199X	0.417961	0.362077
FAM19A1	0.0	0.0
FAM19A2	0.0	0.0
FAM19A3	0.0897631	0.129489
FAM19A4	0.0	0.0
FAM19A5	0.0	0.0
FAM207A	16.8133	17.5763
FAM209B	1.10019	0.246649
FAM20A	1.65299	3.80576
FAM20B	9.97148	12.9608
FAM20C	1.59018	2.34543
FAM210A	1.73779	1.86081
FAM210B	4.69798	9.70821
FAM212A	6.48731	8.62616
FAM212B	0.331855	0.473728
FAM213A	11.2151	37.3836
FAM213B	3.59532	6.87098
FAM214A	10.5497	6.81379
FAM214B	7.79929	13.5282
FAM216A	9.02399	14.3536
FAM216B	0.0	0.0
FAM217A	0.0343055	0.0
FAM217B	0.646274	0.843947
FAM219A	5.48611	4.17924
FAM219B	5.4203	6.86234
FAM220A	7.30547	22.3027
FAM221A	1.37115	1.28884
FAM221B	0.0153894	0.0
FAM222A	0.35397	0.197414
FAM222B	4.36917	4.54324
FAM227A	0.0393241	0.0565756
FAM227B	0.0	0.0
FAM228A	0.0102478	0.0128858
FAM228B	0.0401068	0.0506181
FAM229A	0.0846067	0.0
FAM229B	0.989555	1.39328
FAM24A	0.0	0.0
FAM25C	0.0	0.0
FAM26D	0.0	0.0
FAM26E	0.0	0.0245068
FAM26F	87.8288	29.5386
FAM32A	35.6807	35.3397
FAM35A	2.94929	2.20734
FAM3A	10.2641	8.56923
FAM3B	0.432334	0.098602
FAM3C	16.707	18.3688
FAM43A	9.03744	6.41069
FAM43B	0.0	0.0
FAM45A	6.06234	6.04595
FAM46A	5.77592	4.7484
FAM46B	0.0600306	0.019304
FAM46C	65.1841	66.4982
FAM46D	0.0359891	0.0154325
FAM47C	0.0	0.0
FAM47E	0.0	0.0
FAM49A	11.0836	6.12478
FAM49B	46.8455	42.4233
FAM50A	16.0814	21.1763
FAM50B	0.0243048	0.0
FAM53A	14.5651	12.3827
FAM53B	10.5485	14.7241
FAM53C	10.4361	11.7617
FAM57A	1.24149	1.8141
FAM57B	0.0	0.0
FAM58A	13.936	13.538
FAM60A	11.0233	13.8256
MINDY1	13.4238	10.8491
MINDY2	4.09293	4.01095
PIMREG	6.90639	7.76047
RIPOR1	6.36677	8.24913
RIPOR2	35.5834	26.9443
RIPOR3	0.0845	0.122972
FAM69A	6.11334	6.34963
FAM69B	2.0046	2.58858
FAM69C	0.0160296	0.123549
FAM71A	0.0	0.0
FAM71B	1.68983	2.78556
FAM71D	0.0	0.0
FAM71E1	0.451554	0.0644142
FAM71E2	0.0	0.0
FAM71F1	0.0	0.0
FAM71F2	0.455391	0.254586
FAM72A	2.12023	4.08552
FAM76A	9.63123	9.93001
FAM76B	9.14392	7.4844
FAM78A	13.3935	14.6493
FAM78B	0.285791	0.172115
FAM81A	0.391044	1.4773
FAM83A	0.103736	0.0377929
FAM83B	0.0181288	0.0
FAM83C	0.0	0.0
FAM83D	6.24829	6.9236
FAM83E	0.0492718	0.0252665
FAM83F	0.820306	0.193942
FAM83G	0.917152	1.23591
FAM83H	0.286775	0.277376
FAM84A	0.406688	0.402987
FAM84B	1.63813	1.26251
FAM89A	2.38313	1.40227
FAM89B	45.0047	43.6849
FAM92A	8.46327	9.70844
FAM92B	0.0	0.0
FAM96A	67.0275	73.2866
FAM96B	23.1497	37.5592
FAM98A	11.233	16.1325
FAM98B	20.1494	23.4166
FAM98C	8.64662	5.66363
FAN1	1.27376	1.16252
FANCA	9.12518	8.59864
FANCB	1.98047	2.29669
FANCC	3.0159	5.27965
FANCD2	2.93482	5.76773
FANCD2OS	0.199308	0.218491
FANCE	8.31935	7.52154
FANCF	4.07987	5.31512
FANCG	6.33389	8.21625
FANCI	3.23302	5.24515
FANCL	8.87084	10.5134
FANCM	2.02079	2.38428
FANK1	0.0	0.0
FAP	0.116059	0.205554
FAR1	12.5328	17.1094
FAR2	0.638668	0.917439
FARP1	3.79728	4.83967
FARP2	2.38871	1.22979
FARS2	17.0206	15.9753
FARSA	35.3478	46.8008
FARSB	26.2241	35.8661
FAS	12.0345	7.7785
FASLG	4.96618	7.3522
FASN	11.2873	16.2867
FASTK	32.6523	31.7057
FASTKD1	4.11204	4.67382
FASTKD2	3.87918	5.79126
FASTKD3	4.27784	5.28775
FASTKD5	2.60625	3.87094
FAT1	0.00188165	0.00481225
FAT2	0.0	0.0
FAT3	0.0	0.00372338
FAT4	0.00329396	0.0230757
FATE1	0.0	0.0
FAU	1834.6	1395.54
FAXC	1.29061	0.741209
FBF1	1.92642	2.57555
FBL	121.551	150.591
FBLIM1	2.24572	1.33324
FBLL1	0.0	0.0
FBLN1	0.0409456	0.159297
FBLN2	0.0519464	0.274366
FBLN5	0.0155223	0.0261881
FBLN7	0.0	0.0
FBN1	0.505059	0.435512
FBN2	0.00286393	0.00368417
FBP1	0.239528	0.667242
FBP2	0.0	0.0
FBRS	34.3812	29.5581
FBRSL1	8.80384	6.22725
FBXL12	17.4864	8.91051
FBXL13	0.0126071	0.0157908
FBXL14	17.8631	17.148
FBXL15	3.40127	3.63749
FBXL16	0.0181793	0.0115991
FBXL17	1.62291	1.387
FBXL18	1.36037	1.69293
FBXL19	3.81619	5.16015
FBXL2	0.650607	0.842507
FBXL20	5.7386	2.65198
FBXL21	0.0339342	0.043007
FBXL22	0.277121	0.543688
FBXL3	8.66703	7.16306
FBXL4	5.46012	3.17461
FBXL5	35.2847	18.5197
FBXL6	27.703	25.669
FBXL7	0.0	0.0385116
FBXL8	7.34217	8.62785
FBXO10	0.521189	1.50614
FBXO11	9.84141	6.94059
FBXO15	0.0208496	0.105308
FBXO16	0.0257379	0.0
FBXO17	0.865917	0.727568
FBXO18	11.8859	12.7968
FBXO2	0.801296	0.300576
FBXO21	5.37362	5.34387
FBXO22	17.3324	16.7969
FBXO24	0.233009	0.283053
FBXO25	4.71537	4.79787
FBXO27	0.377359	0.561304
FBXO28	5.20221	6.24241
FBXO3	14.4585	14.2472
FBXO30	1.28829	4.04744
FBXO31	7.28045	5.76919
FBXO32	1.58826	0.58889
FBXO33	6.91563	6.94898
FBXO34	7.63968	9.1906
FBXO36	2.03898	1.92219
FBXO38	12.176	11.9076
FBXO39	0.349072	0.0896145
FBXO4	7.47054	4.5625
FBXO40	0.0551625	0.0
FBXO41	0.0391428	0.0249892
FBXO42	7.81019	9.10138
FBXO43	0.0164162	0.0103007
FBXO44	3.44331	2.35125
FBXO45	4.9129	6.87324
FBXO46	4.8855	5.63251
FBXO47	0.306955	0.128507
FBXO48	0.51079	0.988421
FBXO5	14.7184	26.9049
FBXO6	22.4753	15.0185
FBXO7	13.7327	22.9169
FBXO8	5.01891	4.84727
FBXO9	10.8085	23.631
FBXW10	0.237499	0.175419
FBXW11	13.0325	14.6707
FBXW2	23.9528	24.0959
FBXW4	11.6088	10.9993
FBXW5	26.8168	21.3382
FBXW7	7.66193	6.63932
FBXW8	12.531	12.8706
FBXW9	3.07447	3.13446
FCAMR	0.18265	0.0
FCER1A	1.62435	5.01893
FCER1G	488.395	264.956
FCER2	8.55584	11.5571
FCF1	65.8429	72.0046
FCGBP	0.0	0.0
FCGR1A	21.6095	15.5903
FCGR2B	88.0803	62.3794
FCGR2A	123.673	71.4932
FCGR3B	205.934	37.7594
FCGRT	17.357	9.83986
FCHO1	46.8778	43.9742
FCHO2	4.863	3.85881
FCHSD1	3.30324	2.83071
FCHSD2	9.6254	8.00085
FCN1	10.8739	43.9689
FCRL1	38.1939	21.005
FCRL5	4.94627	4.59451
FCRL6	0.0900271	0.145963
FCRLA	47.0926	30.3714
FCRLB	0.615113	0.529742
FDFT1	6.81465	10.9636
FDPS	34.6947	61.1067
FDX1	9.83305	14.1178
FDX1L	21.4164	23.4597
FDXACB1	3.60028	3.79304
FDXR	12.1059	15.1625
FECH	18.6921	65.7474
FEM1A	8.50015	7.64387
FEM1B	5.46483	6.68419
FEM1C	7.12073	6.65775
FEN1	45.8853	62.8203
FENDRR	0.0	0.0
FER1L4	0.0	0.0171964
FER1L5	0.0235035	0.0695207
FERD3L	0.0	0.0
FERMT1	0.0	0.0
FERMT2	0.0186879	0.165045
FERMT3	116.241	108.259
FES	39.0232	29.2381
FETUB	0.0392199	0.0501681
FEV	0.0	0.0
FEZ1	0.0	0.0747585
FEZ2	9.31067	7.29876
FEZF1	0.0	0.0
FEZF2	0.0	0.0
FFAR1	5.18541	1.96919
FFAR2	13.7186	18.0182
FFAR3	0.128901	0.110325
FFAR4	0.21557	0.443103
FGA	0.0	0.0
FGB	0.0	0.0
FGD1	0.0593256	0.0855668
FGD2	33.451	22.7353
FGD3	7.64955	7.81872
FGD4	1.82171	1.29558
FGD5	0.0136694	0.120637
FGD6	1.19562	1.20517
FGF1	0.0222851	0.0841752
FGF10	0.0	0.0287206
FGF11	0.0	0.0842931
FGF12	0.0	0.0
FGF13	0.912692	1.10726
FGF14	0.0	0.0
FGF19	0.0	0.0
FGF16	0.0	0.0132867
FGF17	0.0198851	0.0
FGF18	0.0	0.128926
FGF2	0.0	0.0
FGF20	0.0	0.0
FGF21	0.125601	0.0811616
FGF22	0.0	0.0
FGF23	0.0123657	0.0157833
FGF3	0.058509	0.152189
FGF4	0.0	0.0
FGF5	0.0	0.0
FGF6	0.0	0.0
FGF7	0.0371692	0.0777838
FGF8	0.0	0.0
FGF9	0.0	0.011431
FGFBP1	0.0	0.0
FGFBP3	0.634159	0.719273
FGFR1	0.312084	0.986966
FGFR1OP	9.36585	6.80546
FGFR1OP2	28.8468	34.7634
FGFR2	0.0	0.0
FGFR3	0.0493803	0.0739472
FGFR4	0.0	0.0
FGFRL1	0.65165	2.31322
FGG	0.0195629	0.0
FGGY	2.19906	1.39559
FGL1	0.0	0.0
FGL2	58.7162	24.0194
FGR	30.9446	24.4307
FH	37.6435	58.6862
FHAD1	0.0495997	0.0187451
FHDC1	0.976415	6.56866
FHIT	1.6577	1.58444
FHL1	0.0767959	0.173728
FHL2	5.10141	6.25409
FHL3	5.55992	7.24947
FHL5	0.0	0.0
FHOD1	8.27763	8.01688
FHOD3	0.069942	0.106664
FIBCD1	0.00627623	0.0
FIBIN	0.0	0.0
FIBP	23.8638	20.796
FICD	4.02613	3.98878
FIG4	9.30743	9.50258
FIGLA	0.0	0.0
FIGN	0.0	0.0
FIGNL1	7.16271	15.641
FIGNL2	0.244216	0.0885163
FILIP1	2.11424	3.11346
FILIP1L	24.3531	14.2562
FIP1L1	21.5694	24.7835
FIS1	168.032	162.055
FITM1	0.50117	0.128315
FITM2	1.59557	2.01119
FIZ1	13.1675	13.2087
FJX1	0.0	0.0705187
FKBP10	0.122901	0.403347
FKBP11	63.7134	64.4341
FKBP14	0.0907963	0.0984126
FKBP15	18.4176	14.2354
FKBP1A	61.2217	82.7848
FKBP1B	4.76201	1.73382
FKBP2	90.6753	95.4139
FKBP3	29.2686	42.3141
FKBP4	39.0313	78.8337
FKBP5	63.7759	36.0474
FKBP6	0.0	0.033935
FKBP7	2.75143	0.707614
FKBP8	116.171	119.429
FKBP9	0.210115	0.636138
FKBPL	3.33207	3.35463
FKRP	10.6781	12.6576
FKTN	0.300592	0.533645
FLAD1	13.8026	13.4175
FLCN	13.3499	11.0873
FLG2	0.0	0.0
FLI1	16.7858	14.9322
FLII	35.9907	38.5894
FLNA	79.3658	79.0731
FLNB	4.48109	9.4797
FLNC	0.00576973	0.0
FLOT1	25.0145	31.2345
FLOT2	32.7805	27.7323
FLRT1	0.0	0.00602994
FLRT2	0.00938083	0.0939959
FLRT3	0.0	0.06169
FLT1	1.77309	0.874946
FLT3	4.54013	2.81603
FLT3LG	18.715	14.4337
FLT4	0.41994	0.371814
FLYWCH1	7.05648	6.09349
FLYWCH2	0.982738	0.632637
FMN1	0.098386	0.034549
FMN2	0.0274298	0.0114632
FMNL1	102.184	92.4814
FMNL2	2.21575	1.05039
FMNL3	7.04452	5.49856
FMO1	0.0	0.0320834
FMO2	0.00921483	0.0
FMO3	0.03021	0.0
FMO4	0.0	0.0
FMO5	1.22131	1.46549
FMOD	0.00987516	0.0
FMR1	5.50282	6.45785
FMR1NB	0.0	0.0
FN1	13.5112	13.662
FN3K	0.726878	12.4401
FN3KRP	2.37707	8.11558
FNBP1	30.5464	29.6046
FNBP1L	0.279113	0.710274
FNBP4	27.8388	18.437
FNDC1	0.0402748	0.0170362
FNDC3A	13.2441	9.49851
FNDC3B	3.17189	3.22438
FNDC4	0.0133004	0.0507885
FNDC5	0.541128	0.555548
FNDC7	0.242746	0.142288
FNDC8	0.0133496	0.0508022
FNDC9	1.41956	2.44931
FNIP1	2.71011	2.06546
FNIP2	2.57971	2.56015
FNTA	21.3691	25.0147
FNTB	5.35755	8.27939
FOCAD	4.48203	3.96972
FOLH1	0.0329161	0.0137358
FOLR1	0.13577	0.0576464
FOLR2	0.287443	0.867998
FOPNL	17.3714	19.6156
FOS	105.928	63.3774
FOSB	4.30276	2.47493
FOSL1	0.0350422	0.0452639
FOSL2	4.05308	3.36135
FOXA1	0.0	0.0
FOXA2	0.0	0.0
FOXA3	0.0	0.0
FOXB1	0.0127234	0.0
FOXB2	0.0	0.0
FOXC1	0.0	0.0
FOXC2	0.0	0.0
FOXD1	0.0	0.0
FOXD2	0.280279	0.393511
FOXD3	0.0	0.0
FOXD4	0.553417	0.373518
FOXE1	0.0	0.0
FOXE3	0.0	0.0
FOXF1	0.0160855	0.0410122
FOXF2	0.0178677	0.0227884
FOXG1	0.0	0.0
FOXH1	0.261641	0.500982
FOXI1	0.011621	0.0
FOXI2	0.0	0.0
FOXI3	0.0	0.0
FOXJ1	0.0112976	0.0435552
FOXJ2	6.03182	4.43593
FOXJ3	7.3008	5.91235
FOXK1	8.02462	7.22242
FOXK2	9.18763	13.6582
FOXL1	0.0	0.0
FOXL2	0.0	0.0
FOXM1	14.7648	20.0621
FOXN1	0.0	0.0
FOXN2	6.2772	6.41053
FOXN3	4.32032	2.43436
FOXN4	0.0	0.0
FOXO1	11.0862	8.32394
FOXO3	4.10295	5.79323
FOXO4	7.79743	10.0859
FOXO6	0.0163295	0.0
FOXP1	10.6904	7.8917
FOXP2	0.0	0.00650498
FOXP3	2.42151	2.80325
FOXP4	21.1304	13.325
FOXQ1	0.0	0.0
FOXR1	0.0369945	0.0705582
FOXR2	0.0	0.0
FOXRED1	15.0873	15.6231
FOXRED2	3.34047	3.43531
FOXS1	0.0	0.0659847
FPGS	13.2452	14.0933
FPGT	2.19134	2.34441
FPR1	36.0986	10.5914
FPR2	82.7029	20.5397
FPR3	0.0	0.0
FRA10AC1	7.05744	7.41221
FRAS1	0.00353629	0.0
FRAT1	3.89828	4.07465
FRAT2	7.04234	8.59399
FREM1	0.0	0.0
FREM2	0.00658926	0.0
FREM3	0.0	0.00489651
FRG1	42.1172	43.7752
FRK	0.0	0.0
FRMD3	0.00835304	0.0
FRMD4A	4.11688	5.49398
FRMD4B	8.34428	5.0943
FRMD5	0.0484752	0.087192
FRMD6	1.03429	1.28888
FRMD7	0.243207	0.422857
FRMD8	25.8192	31.5616
FRMPD1	0.0	0.0
FRMPD3	0.0	0.0
FRMPD4	0.00316407	0.00789445
FRRS1	3.91039	5.68263
FRRS1L	0.0	0.0
FRS2	3.578	3.19981
FRS3	0.299561	0.105317
FRY	1.28356	1.23124
FRYL	6.70344	7.93423
FRZB	0.164501	0.0801787
FSBP	0.0818474	0.273651
FSCB	0.0	0.0
FSCN1	10.1207	22.0576
FSCN2	0.0203685	0.0262299
FSCN3	0.0178101	0.0
